type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
PAYMENT,16444.67,C475583473,1118,0,M730316849,0,0,0
PAYMENT,73.25,C1197504174,2069,1995.75,M1828478030,0,0,0
PAYMENT,2577.57,C920771963,60111,57533.43,M594679262,0,0,0
CASH_OUT,35512.48,C1742979608,367030,331517.52,C194320387,204066.57,239579.04,0
CASH_OUT,88243.46,C1777597574,53835,0,C1456517178,142275.34,230518.8,0
CASH_OUT,26384.12,C1371668166,14624,0,C542401910,0,26384.12,0
CASH_IN,50790.88,C1655623109,5678,56468.88,C1355583694,487329.07,436538.2,0
CASH_IN,205473.25,C455352458,16306,221779.25,C471155913,1682373.28,1476900.03,0
CASH_OUT,191454.84,C1841686692,476265,284810.16,C1731872826,275307.12,466761.95,0
CASH_OUT,245007.25,C866917396,11583,0,C268645419,373418.63,618425.88,0
PAYMENT,13259.32,C670580545,22557,9297.68,M492993348,0,0,0
CASH_OUT,168479.65,C1604333700,13228,0,C957013120,1231.31,169710.96,0
TRANSFER,212028.15,C213896152,212028.15,0,C1841831832,0,0,1
CASH_OUT,212028.15,C1792802617,212028.15,0,C350073748,3708381.73,3920409.88,1
PAYMENT,5896.17,C1684869501,75633,69736.83,M974596452,0,0,0
CASH_OUT,92493.21,C1208272117,204539,112045.79,C802871099,0,92493.21,0
CASH_OUT,158580.45,C2106837243,139099,0,C1922804337,232459.43,391039.88,0
CASH_OUT,53835.54,C1903810765,449,0,C1453725446,25234.87,79070.41,0
CASH_IN,282587.15,C1923515279,159790,442377.15,C1491729895,10776.01,0,0
CASH_OUT,87401.63,C476828226,66581,0,C75349586,1154121.2,1241522.83,0
PAYMENT,9410.6,C2136741156,10222,811.4,M1079772594,0,0,0
DEBIT,3310.14,C102780109,12352,9041.86,C853340437,1502151.87,1505462.01,0
CASH_IN,260023.88,C1151035273,16043,276066.88,C330041954,88245.36,0,0
CASH_IN,159126.54,C1534181131,40807,199933.54,C1501363248,104382.38,0,0
CASH_OUT,111558.66,C2074099778,1863,0,C1353346342,1036871.81,1148430.47,0
CASH_IN,69410.97,C2137140703,2895,72305.97,C1769266755,0,0,0
PAYMENT,13398.2,C1624947349,6062,0,M906348642,0,0,0
CASH_OUT,399583.58,C1339960496,3168,0,C740904314,0,399583.58,0
CASH_OUT,146618.91,C557640769,7095,0,C247196786,0,146618.91,0
CASH_IN,306541.09,C336065761,12929,319470.09,C267707520,2027230.49,1720689.4,0
CASH_OUT,179355.72,C215574747,50513,0,C1156576709,291542.54,470898.27,0
TRANSFER,257342.12,C844918364,7009,0,C647121151,9186168.73,9443510.85,0
CASH_OUT,124045.82,C1959051954,1073,0,C1042036192,935882.93,1059928.75,0
CASH_OUT,303826.13,C1599049783,19941,0,C935936923,61707.6,365533.73,0
CASH_IN,136761.12,C412595381,100892,237653.12,C1626348169,454261.32,317500.2,0
PAYMENT,5352.67,C1239947125,5437,84.33,M460037544,0,0,0
CASH_OUT,10061.31,C948336858,20470,10408.69,C1926851964,373002.71,383064.02,0
TRANSFER,30332.97,C487674211,7927,0,C393783819,216416.75,246749.72,0
CASH_OUT,2630.79,C340504075,5505,2874.21,C1756376418,0,2630.79,0
TRANSFER,484908.32,C1401612279,1431,0,C1898878891,837995.72,1322904.04,0
PAYMENT,4818.98,C1489049076,304136,299317.02,M1330437574,0,0,0
PAYMENT,6444.09,C113117650,39959,33514.91,M42984365,0,0,0
TRANSFER,533917.13,C1378953405,11729,0,C668649621,13559900,14093817.13,0
PAYMENT,4539.69,C2067426768,90569,86029.31,M222043132,0,0,0
PAYMENT,7499.14,C1884488573,29719,22219.86,M737978634,0,0,0
CASH_OUT,271546.88,C58725704,95641,0,C1786488429,42765.81,314312.69,0
CASH_IN,176520.26,C1854803263,380679,557199.26,C1926045395,40235.33,0,0
CASH_OUT,212169.82,C112112504,183266,0,C429927911,94079.93,306249.74,0
CASH_OUT,58301.31,C1221914206,361,0,C179623129,0,58301.31,0
TRANSFER,134737.03,C1274910809,64872,0,C77204485,354179.39,488916.42,0
CASH_OUT,209823.46,C1434747884,60239,0,C1668136163,338020.25,547843.72,0
PAYMENT,14220.35,C641916759,51458,37237.65,M1225483231,0,0,0
PAYMENT,13039.18,C1855133175,20288,7248.82,M536436778,0,0,0
CASH_IN,87939.64,C795978981,78893,166832.64,C684283862,123683.57,35743.93,0
CASH_IN,67235.13,C1039546191,72501,139736.13,C1391936459,0,0,0
PAYMENT,3228.05,C1262264747,1586,0,M529559766,0,0,0
CASH_OUT,201494.62,C1034219845,6342,0,C2057537839,446105.78,647600.4,0
PAYMENT,27490.13,C828696049,8565,0,M528165775,0,0,0
PAYMENT,3033.08,C57802358,131659,128625.92,M432343428,0,0,0
CASH_OUT,133605.96,C261635104,410046,276440.04,C2024921961,254810.73,388416.69,0
CASH_IN,154097.35,C1232689423,10775,164872.35,C190197249,2049480.45,1895383.1,0
CASH_IN,338797.74,C1165466648,7831,346628.74,C1604106607,17270816.83,16932019.09,0
PAYMENT,19561.15,C1951343643,478,0,M980971406,0,0,0
CASH_IN,109747.71,C961214703,23921,133668.71,C2114341297,145952.48,36204.77,0
PAYMENT,1052.09,C1084499074,117,0,M1304866673,0,0,0
TRANSFER,164145.42,C876326232,20906,0,C223144256,166431.69,330577.1,0
CASH_IN,315318.07,C1515759280,50165,365483.07,C210473354,60830.45,0,0
PAYMENT,11120.01,C993593677,39792,28671.99,M1132237948,0,0,0
CASH_IN,194174.37,C717533222,20294,214468.37,C1420817,12497.27,0,0
CASH_OUT,92296.74,C901185256,20783,0,C509832112,1098097.99,1190394.73,0
PAYMENT,975.51,C1178004082,1453,477.49,M1640913340,0,0,0
PAYMENT,3631.95,C1854177315,10258,6626.05,M1816617637,0,0,0
PAYMENT,12793,C492007461,175870,163077,M247712138,0,0,0
CASH_IN,21425.3,C1150076393,14889,36314.3,C1973887028,702905.16,681479.85,0
CASH_IN,186937.04,C327800215,31725,218662.04,C1369215652,0,0,0
CASH_IN,201849.75,C366828955,19937,221786.75,C1312336085,0,0,0
CASH_IN,18495.52,C96622899,22020,40515.52,C565924854,107758.66,89263.13,0
CASH_OUT,2148.84,C658733039,31894,29745.16,C1342937977,52423.78,54572.62,0
CASH_OUT,197096.1,C2050702333,107,0,C569506732,343735.59,540831.68,0
PAYMENT,434.9,C91586724,30247,29812.1,M308890360,0,0,0
CASH_OUT,14868.64,C782875477,10911,0,C292296852,10683550.03,10698418.67,0
CASH_IN,58845.95,C233736622,8044,66889.95,C1490995359,0,0,0
TRANSFER,172850.19,C607602711,317,0,C735267668,0,172850.19,0
TRANSFER,24799.38,C2085746915,59631,34831.62,C1485389286,432062.32,456861.7,0
PAYMENT,9749.29,C524392239,12233,2483.71,M1713098384,0,0,0
PAYMENT,2571.03,C2029147572,40186,37614.97,M194456745,0,0,0
CASH_OUT,190041.84,C410790427,11564,0,C1393855366,803798.71,993840.55,0
DEBIT,16887.83,C539695306,29470,12582.17,C448143620,486114.74,503002.57,0
CASH_IN,189326.81,C1251911310,45217,234543.81,C436153761,6646285.55,6456958.74,0
CASH_OUT,375187.7,C2019440912,404,0,C721879953,393189.73,768377.42,0
PAYMENT,22514.79,C17557746,9962,0,M2032029009,0,0,0
CASH_IN,7657.07,C1175137834,24963,32620.07,C1703303780,103659.77,96002.7,0
CASH_OUT,316450.26,C1326713154,60419,0,C1821452285,0,316450.26,0
CASH_OUT,132545.79,C285615146,39819,0,C637710141,25568.06,158113.85,0
CASH_IN,229430.85,C444172190,351,229781.85,C2096907967,0,0,0
CASH_OUT,73836.63,C85758085,86753,12916.37,C759203775,0,73836.63,0
PAYMENT,2736.56,C1781385085,40116,37379.44,M1252690278,0,0,0
CASH_OUT,13188.14,C481931994,49719,36530.86,C1982362842,15298029.58,15311217.72,0
CASH_IN,119305.35,C2101383536,5604,124909.35,C1659119261,0,0,0
CASH_IN,324410.91,C2043848586,134250,458660.91,C1708877331,0,0,0
PAYMENT,35502.6,C1731059823,5802,0,M919843122,0,0,0
CASH_OUT,285274.8,C1331785097,22711,0,C1629006028,8854304.79,9139579.58,0
PAYMENT,14734.25,C602111256,12825,0,M725995411,0,0,0
CASH_OUT,223625.36,C11837928,42484,0,C624542109,0,223625.36,0
PAYMENT,7875.67,C1157466450,31140,23264.33,M2093889384,0,0,0
CASH_OUT,60350.35,C2037536309,183,0,C1061791561,0,60350.35,0
TRANSFER,199977.36,C1550586642,21553,0,C246959835,0,199977.36,0
TRANSFER,132471.88,C1953740500,5060,0,C1345885668,327484.88,459956.77,0
CASH_OUT,126831.14,C2030807621,10903,0,C459782638,1926668.38,2053499.52,0
CASH_IN,35998.71,C312707247,5036,41034.71,C85651863,0,0,0
CASH_OUT,55650.62,C778825066,146,0,C1770956271,0,55650.62,0
DEBIT,8617.29,C1204235109,21159,12541.71,C715650514,2294262.11,2302879.39,0
CASH_OUT,305142.88,C1664804954,14599,0,C1651383136,1012989.69,1318132.56,0
CASH_OUT,102314.3,C1834152546,20985,0,C1850507274,0,102314.3,0
PAYMENT,6137.4,C480465439,114340,108202.6,M1656868589,0,0,0
CASH_IN,43841.95,C1443730135,22158,65999.95,C1116614972,64.49,0,0
CASH_OUT,78028.35,C750173078,36670,0,C1583182088,0,78028.35,0
CASH_OUT,335594.39,C713238453,51645,0,C1617482008,0,335594.39,0
CASH_IN,83650.7,C1188639406,31189,114839.7,C1112366190,99378.28,15727.58,0
CASH_OUT,122889.15,C2088278920,208640,85750.85,C1460007591,294721.52,417610.68,0
PAYMENT,7496.39,C1703667098,243,0,M1443289105,0,0,0
CASH_OUT,133166.46,C1497750589,50015,0,C732010003,0,133166.46,0
PAYMENT,15712.92,C1641654342,108445,92732.08,M1531197138,0,0,0
DEBIT,2737.51,C1004710907,2720,0,C1029311908,32886.52,35624.03,0
CASH_OUT,169213.24,C1278295182,39623,0,C308657224,789321.68,958534.92,0
CASH_OUT,5647.68,C1611019990,99426,93778.32,C2098682034,0,5647.68,0
CASH_OUT,244807.29,C445546146,154,0,C2132273423,0,244807.29,0
PAYMENT,2793.13,C874357627,685,0,M1896688698,0,0,0
CASH_OUT,150355.15,C543953995,50607,0,C31754487,83785.55,234140.7,0
CASH_OUT,126351.7,C1241388426,58573,0,C1187639202,0,126351.7,0
CASH_OUT,14914.46,C279011765,85071,70156.54,C668160502,11381.16,26295.62,0
CASH_IN,272778.33,C148239207,118695,391473.33,C1479108527,550325.98,277547.65,0
CASH_OUT,126854.07,C1222340730,49410,0,C377526884,12345.12,139199.2,0
CASH_OUT,82329.92,C1899003566,538,0,C1380391653,14780.48,97110.4,0
CASH_IN,49364.1,C1787237876,1116,50480.1,C130650269,0,0,0
CASH_IN,89607.59,C1299094792,185342,274949.59,C871171603,0,0,0
CASH_OUT,102215.49,C1579515007,31594,0,C941837058,0,102215.49,0
CASH_OUT,211277.59,C739421211,20521,0,C1721347756,0,211277.59,0
DEBIT,5676.65,C2120758488,75449,69772.35,C723055144,70511.14,76187.79,0
CASH_OUT,129029.57,C1196908736,33363,0,C828720597,0,129029.57,0
PAYMENT,28828.69,C845429457,30945,2116.31,M196033266,0,0,0
PAYMENT,2575.35,C878580139,40782,38206.65,M1215510144,0,0,0
CASH_OUT,276590.36,C1540501485,11068,0,C1110486175,0,276590.36,0
PAYMENT,1859.67,C693692111,788,0,M1842313478,0,0,0
CASH_OUT,67557.98,C1012499721,14875,0,C1921626135,2270740.49,2338298.47,0
PAYMENT,3693.03,C1992189992,32285,28591.97,M406754990,0,0,0
CASH_IN,172343.71,C238013414,123487,295830.71,C97349995,341258.81,168915.1,0
CASH_IN,32394.74,C2125358823,480,32874.74,C2035985625,0,0,0
PAYMENT,9374.88,C2077539890,26428,17053.12,M389270528,0,0,0
PAYMENT,15201.53,C1739806203,10954,0,M1780981428,0,0,0
CASH_IN,87805.72,C878483692,407,88212.72,C1621700222,1763625.44,1675819.72,0
CASH_OUT,210583.51,C1023803819,278,0,C1288067712,2561490.91,2772074.42,0
CASH_OUT,76668.78,C1088919421,52147,0,C1815211997,0,76668.78,0
PAYMENT,8706.33,C375612395,6766,0,M1177031219,0,0,0
TRANSFER,525822.33,C1261324292,28397,0,C1008097434,0,525822.33,0
CASH_OUT,86572.14,C932078179,84792,0,C616164014,77735.72,164307.86,0
CASH_IN,42953.19,C981414722,5779,48732.19,C1421297118,1320249.11,1277295.92,0
PAYMENT,3219.68,C1019217844,13554,10334.32,M93783616,0,0,0
PAYMENT,12854.42,C1104077291,100346,87491.58,M48775091,0,0,0
CASH_OUT,159994.81,C1042900477,5580,0,C363346953,0,159994.81,0
CASH_OUT,221807.17,C53592446,50026,0,C242526201,425.82,222232.99,0
CASH_OUT,162668.87,C893823306,246564,83895.13,C974726648,24818.58,187487.44,0
CASH_IN,190465.51,C1980767734,152,190617.51,C1035624272,766165.45,575699.93,0
CASH_OUT,168158.35,C56858692,22818,0,C1463850642,68866.99,237025.33,0
CASH_OUT,204287.37,C240423783,264705,60417.63,C1521732814,0,204287.37,0
TRANSFER,116054.11,C240674590,12310,0,C1070333435,50972670.23,51088724.34,0
CASH_IN,51134.76,C2018587790,302524,353658.76,C778472880,0,0,0
PAYMENT,23.3,C1743729272,15789,15765.7,M1300908617,0,0,0
CASH_IN,156299.07,C2602097,32847,189146.07,C489436613,485349.72,329050.65,0
CASH_OUT,279904.24,C1906513343,20138,0,C149346978,0,279904.24,0
PAYMENT,2943.99,C1866564865,4690,1746.01,M1887851170,0,0,0
CASH_IN,169706.84,C1304421631,105448,275154.84,C1092164333,0,0,0
CASH_IN,51224.08,C609754650,23072,74296.08,C222115866,0,0,0
CASH_OUT,204783.64,C1196621341,319,0,C568251616,3656784.76,3861568.4,0
PAYMENT,21282.76,C84125463,50099,28816.24,M933831508,0,0,0
PAYMENT,9060.48,C1407533941,30581,21520.52,M60288258,0,0,0
CASH_OUT,52974.24,C464832888,174169,121194.76,C1508857745,832389.53,885363.77,0
CASH_OUT,7963.49,C1702492889,12465,4501.51,C901803486,1455019.46,1462982.95,0
CASH_IN,183038.77,C478077928,141,183179.77,C602371229,0,0,0
PAYMENT,3000.51,C540930712,35758,32757.49,M494862574,0,0,0
CASH_OUT,142479.11,C930778794,310040,167560.89,C393217786,377218.85,519697.96,0
CASH_OUT,28361.45,C1550862862,25412,0,C192656086,23517303.93,23545665.38,0
CASH_OUT,231885.37,C320264746,42514,0,C208046210,54787.8,286673.17,0
CASH_OUT,203115.42,C1980481750,361,0,C1432125738,0,203115.42,0
CASH_IN,272333.24,C367464291,16469,288802.24,C348615894,2808678.54,2536345.3,0
CASH_OUT,331746.17,C1259935723,50046,0,C1666101667,765701.03,1097447.2,0
PAYMENT,4168.66,C1861960488,22127,17958.34,M1180574545,0,0,0
CASH_OUT,93337.3,C1810866414,3030,0,C1680066310,2835145.3,2928482.6,0
PAYMENT,12995.08,C1749697591,49639,36643.92,M1553770517,0,0,0
CASH_OUT,203229.56,C1802456188,105220,0,C682919809,574077.67,777307.22,0
CASH_OUT,287028.83,C2106681647,11477,0,C1727048534,0,287028.83,0
CASH_OUT,142147.61,C1203822934,11845,0,C1130428923,3510791.7,3652939.31,0
CASH_OUT,113895.53,C2124752315,99376,0,C1643716190,2049211.75,2163107.28,0
PAYMENT,21691.31,C1865976511,32316,10624.69,M429284966,0,0,0
CASH_IN,214980.66,C1503450707,64636,279616.66,C826210974,212022.4,0,0
TRANSFER,95297.26,C239314982,7388,0,C445772993,158536.47,253833.73,0
PAYMENT,13464.88,C621131299,304873,291408.12,M239843723,0,0,0
CASH_OUT,39152.36,C836425823,51831,12678.64,C798882484,668628.98,707781.34,0
CASH_IN,72521.2,C583750874,31405,103926.2,C1188109928,0,0,0
PAYMENT,14542.95,C712464910,50224,35681.05,M2040736042,0,0,0
TRANSFER,214908.48,C517738081,353785,138876.52,C879255117,0,214908.48,0
TRANSFER,51035.31,C1716122852,29841,0,C481973147,0,51035.31,0
CASH_IN,35580.97,C1996387593,84131,119711.97,C424366665,55404.1,19823.13,0
CASH_OUT,162172.37,C385149061,153568,0,C1618838465,0,162172.37,0
CASH_IN,155444.74,C1747276604,91564,247008.74,C804571896,9310032.88,9154588.14,0
CASH_OUT,297260.05,C1105359880,10961,0,C1322020282,0,297260.05,0
TRANSFER,82241.24,C1144063744,124,0,C1032230114,2150706.35,2232947.59,0
CASH_OUT,152509.08,C1974501315,24765,0,C93155089,281426.84,433935.92,0
CASH_OUT,203769.82,C936279802,20105,0,C825093863,0,203769.82,0
CASH_OUT,168247.02,C1700666943,59889,0,C1607276311,0,168247.02,0
CASH_IN,100878.16,C698031251,845,101723.16,C537873458,237868.43,136990.27,0
PAYMENT,18365.62,C1596137476,417,0,M467582132,0,0,0
TRANSFER,480094.68,C249882134,79965,0,C1000022185,3068230,3548324.68,0
PAYMENT,3956.47,C2146049245,443364,439407.53,M965685284,0,0,0
CASH_IN,170946.88,C1473908925,161817,332763.88,C2073883833,424340.29,253393.4,0
CASH_OUT,263214.64,C2116524038,50001,0,C548976209,129429,392643.64,0
CASH_IN,108358.38,C1359245291,9217,117575.38,C1227992290,3564552.87,3456194.49,0
PAYMENT,1656.48,C290094079,5509,3852.52,M378723987,0,0,0
CASH_IN,104633.48,C1412924399,450011,554644.48,C848425550,137902.62,33269.14,0
CASH_OUT,209377.38,C641652149,13512,0,C1309724652,74683.91,284061.28,0
TRANSFER,129974.58,C1693046542,12120,0,C852719839,0,129974.58,0
CASH_OUT,314134.16,C1687153478,14650,0,C78309134,66874.64,381008.8,0
PAYMENT,15394.08,C214901955,107783,92388.92,M1544346514,0,0,0
PAYMENT,2119.16,C1995912890,15216,13096.84,M1840854777,0,0,0
CASH_IN,287358.3,C413531825,49538,336896.3,C1344584131,12165593.29,11878234.98,0
PAYMENT,9246.57,C584017532,610,0,M1833096825,0,0,0
PAYMENT,10177.09,C1231563734,53807,43629.91,M2114913340,0,0,0
PAYMENT,24119.46,C657092871,203370,179250.54,M1554025093,0,0,0
CASH_OUT,49802.39,C1419656284,19914,0,C98645493,568029.97,617832.36,0
CASH_OUT,216721.71,C1387719703,133531,0,C290930635,0,216721.71,0
CASH_IN,300329.24,C652221711,31976,332305.24,C167868594,8352.21,0,0
CASH_OUT,225052.4,C2127319028,20721,0,C1100341754,230165.31,455217.7,0
TRANSFER,181607.91,C1536553133,10790,0,C1405679624,2429569.16,2611177.07,0
PAYMENT,6628.46,C1042704796,12510,5881.54,M403182386,0,0,0
CASH_OUT,208018.69,C69688360,34952,0,C1662667710,12681683.84,12889702.53,0
CASH_IN,105034.51,C1883493529,264,105298.51,C1731220837,296085.35,191050.84,0
PAYMENT,19657.5,C2107914628,103975,84317.5,M636302465,0,0,0
CASH_IN,211665.53,C454421000,20448,232113.53,C78237907,373268.63,161603.1,0
TRANSFER,623613.15,C1973162735,5255,0,C2027872247,0,623613.15,0
CASH_IN,164073.28,C690515393,6095,170168.28,C466254197,0,0,0
CASH_OUT,34346.62,C1697451353,7185,0,C86540980,247597.08,281943.7,0
PAYMENT,26586.35,C1373437534,58631,32044.65,M1145214432,0,0,0
CASH_IN,129142.61,C787394252,257,129399.61,C1383396228,13504650.17,13375507.56,0
CASH_OUT,178103.36,C589572493,385,0,C1130093949,0,178103.36,0
CASH_OUT,32961.97,C364649913,5081,0,C1449280281,0,32961.97,0
CASH_IN,3170.8,C1166108539,19900,23070.8,C32623490,1866079.43,1862908.63,0
CASH_OUT,25608.65,C507652553,9412,0,C1290699444,0,25608.65,0
PAYMENT,4417.7,C480777165,115177,110759.3,M1762432052,0,0,0
CASH_OUT,195654.17,C662211793,21438,0,C688392800,2686.08,198340.26,0
CASH_OUT,190222.39,C687596950,211067,20844.61,C381124909,133170.7,323393.09,0
CASH_OUT,63273.89,C1955708223,11373,0,C1229626062,55807.75,119081.64,0
CASH_IN,320780.02,C2041658029,349481,670261.02,C75835028,25164.3,0,0
CASH_OUT,62499.2,C441200462,987750,925250.8,C373177793,815382.32,877881.52,0
CASH_OUT,320925.12,C1844231876,25073,0,C123204317,824842.78,1145767.9,0
PAYMENT,2282.83,C351116803,11484,9201.17,M1685699169,0,0,0
CASH_OUT,36344.52,C531947519,50711,14366.48,C1339032005,0,36344.52,0
CASH_IN,88689.08,C388384851,72519,161208.08,C1983943661,66148.23,0,0
CASH_IN,16383.61,C1875104050,186115,202498.61,C481876674,4174467.8,4158084.19,0
CASH_OUT,120276.41,C1187042329,116557,0,C412981443,0,120276.41,0
PAYMENT,4502.21,C2142416921,21823,17320.79,M1525877612,0,0,0
CASH_IN,58759.83,C726141761,14568,73327.83,C176476008,0,0,0
CASH_IN,140768.47,C1802002989,320096,460864.47,C639083123,4210667.62,4069899.15,0
CASH_OUT,232956.26,C28325153,46493,0,C468311222,1171530.14,1404486.41,0
CASH_OUT,97689.62,C1138423312,20099,0,C2082101183,1125221.91,1222911.54,0
PAYMENT,647.1,C673447721,178,0,M15894794,0,0,0
CASH_OUT,94040.66,C7060744,3128,0,C837718231,0,94040.66,0
CASH_OUT,168028.16,C336961891,46731,0,C192672053,0,168028.16,0
PAYMENT,14717.54,C603508351,45831,31113.46,M928426451,0,0,0
CASH_OUT,254644.58,C1787351500,20208,0,C1256307319,3373567.27,3628211.85,0
PAYMENT,11720.75,C1395620679,148221,136500.25,M910285931,0,0,0
TRANSFER,327961.79,C886829889,31063,0,C1235578353,933446.52,1261408.31,0
PAYMENT,5843.91,C418468519,101172,95328.09,M816641981,0,0,0
CASH_OUT,221217.9,C137811783,25475,0,C1331309844,0,221217.9,0
PAYMENT,4168.29,C1662807291,20599,16430.71,M1902800469,0,0,0
PAYMENT,22152.93,C640446170,104700,82547.07,M404621751,0,0,0
CASH_OUT,263145.39,C417715707,72828,0,C1774916373,1793031.5,2056176.89,0
CASH_OUT,122975.12,C987695220,6497,0,C542693139,114232.51,237207.63,0
CASH_OUT,267218.73,C2143349579,79380,0,C928028613,880390.9,1147609.64,0
TRANSFER,248681.7,C402327221,59699,0,C731759044,0,248681.7,0
PAYMENT,111.8,C562512828,82298,82186.2,M1675195216,0,0,0
CASH_OUT,278.48,C456869587,50550,50271.52,C1813745913,0,278.48,0
TRANSFER,142357.96,C1413100975,506425,364067.04,C264585810,106357.87,248715.83,0
CASH_OUT,372307.47,C1337656887,31275,0,C1875465665,0,372307.47,0
CASH_OUT,106489.49,C1741733731,15819,0,C660163500,752076.17,858565.66,0
PAYMENT,14639.7,C647782548,5055,0,M596557477,0,0,0
PAYMENT,1910.7,C882089565,82294,80383.3,M1448743947,0,0,0
CASH_IN,289230.71,C319248020,8352,297582.71,C1206319019,0,0,0
CASH_OUT,93639.88,C1168816583,472,0,C188147453,0,93639.88,0
CASH_OUT,89200.58,C1835251289,44649,0,C1254448937,455671.9,544872.48,0
PAYMENT,11066.85,C1805585842,21482,10415.15,M1107641763,0,0,0
PAYMENT,1659.91,C1391569061,41500,39840.09,M575675868,0,0,0
CASH_OUT,137657.8,C825321145,20560,0,C1997263897,167122.37,304780.17,0
CASH_OUT,54192.98,C1500583265,104407,50214.02,C589811633,19255183.95,19309376.93,0
TRANSFER,7009.17,C110766698,14495,7485.83,C1263595454,452162.91,459172.08,0
PAYMENT,8812.09,C604400024,1039,0,M515426063,0,0,0
CASH_OUT,117272.97,C1337136036,42601,0,C1346061406,124156.85,241429.83,0
PAYMENT,1182.25,C414034242,451,0,M267409766,0,0,0
PAYMENT,3031.62,C1462269736,10540,7508.38,M13725786,0,0,0
CASH_OUT,4393.37,C1975725755,981,0,C1523444149,290662.48,295055.86,0
TRANSFER,170660.08,C2029347340,23163,0,C959645112,6091131.74,6261791.82,0
TRANSFER,86203.32,C1827724045,97552,11348.68,C874672652,13677372.38,13763575.69,0
CASH_OUT,177368.19,C1730684265,728542,551173.81,C2088012423,1824090.15,2001458.34,0
PAYMENT,2716.52,C192051649,248928,246211.48,M1489280929,0,0,0
PAYMENT,333.92,C839257863,47379,47045.08,M346257219,0,0,0
PAYMENT,8045.67,C210221159,757,0,M1891764161,0,0,0
CASH_OUT,126659.07,C1916686569,59444,0,C291620899,55462.47,182121.54,0
PAYMENT,12703.68,C2099783810,60365,47661.32,M1289610176,0,0,0
PAYMENT,10998.78,C750848405,6079,0,M754494972,0,0,0
CASH_IN,161295.9,C279506137,21318,182613.9,C1019627943,0,0,0
TRANSFER,1897921.7,C860413679,1897921.7,0,C1253519573,0,0,1
CASH_OUT,1897921.7,C400680114,1897921.7,0,C613935961,956500.29,2854421.99,1
CASH_IN,248029.71,C2115972351,2496,250525.71,C1878623873,39496.46,0,0
CASH_OUT,181642.8,C688314817,1360,0,C1690712985,0,181642.8,0
CASH_IN,72569.69,C1548535208,215038,287607.69,C1327916868,0,0,0
CASH_OUT,249618.33,C1141927655,21468,0,C501084035,314824.58,564442.91,0
PAYMENT,6975.04,C1131399758,66,0,M1555618611,0,0,0
CASH_OUT,40450.72,C1717777545,51100,10649.28,C597671837,1889498.94,1929949.66,0
CASH_IN,23955.65,C566434292,102585,126540.65,C241153791,0,0,0
PAYMENT,1719.26,C482581048,22535,20815.74,M104381392,0,0,0
CASH_OUT,69207.46,C2030047458,196,0,C789782312,3650091.17,3719298.63,0
CASH_OUT,11950.73,C1077258895,33802,21851.27,C723786805,5256861.77,5268812.49,0
PAYMENT,9290.74,C1076357867,8018,0,M58867460,0,0,0
PAYMENT,1374.52,C2054994070,95316,93941.48,M401605764,0,0,0
CASH_OUT,10688.01,C1761596451,11034,345.99,C1862165754,524339.26,535027.26,0
PAYMENT,4669.57,C2056760359,19824,15154.43,M1706034155,0,0,0
TRANSFER,242070.07,C1920204797,9912,0,C1828969060,5101201.83,5343271.9,0
TRANSFER,6426126.34,C1681613660,6426126.34,0,C1588106551,0,0,1
CASH_OUT,6426126.34,C596249960,6426126.34,0,C1418025588,0,6426126.34,1
CASH_OUT,33359.1,C1187052969,41996,8636.9,C747545706,0,33359.1,0
PAYMENT,1024.81,C732003995,250100,249075.19,M339728688,0,0,0
CASH_IN,33889.29,C1739417490,20072,53961.29,C1913128205,3864886.56,3830997.27,0
PAYMENT,7767.4,C641852283,3447,0,M104076430,0,0,0
PAYMENT,1679.91,C1822997281,559,0,M1622528209,0,0,0
TRANSFER,455386.57,C1237757319,455386.57,0,C1987660225,0,0,1
CASH_OUT,455386.57,C1878016085,455386.57,0,C566136377,0,455386.57,1
PAYMENT,3353.51,C1185451833,22088,18734.49,M148237413,0,0,0
CASH_OUT,320033.09,C1954796141,172,0,C1348165932,0,320033.09,0
CASH_IN,2486.35,C429708864,1182,3668.35,C531902017,1121129.35,1118643,0
CASH_IN,189879.35,C458179341,10377,200256.35,C1053799235,1274917.06,1085037.72,0
CASH_OUT,26699.7,C1012806341,13176,0,C1756550208,4717047.5,4743747.2,0
CASH_OUT,270990.62,C1453625241,345787,74796.38,C2138657648,5184772.48,5455763.1,0
CASH_OUT,385424.46,C695565787,15025,0,C170515365,0,385424.46,0
PAYMENT,14021.33,C1212355795,88365,74343.67,M96919300,0,0,0
CASH_OUT,7011.67,C2003587170,41842,34830.33,C282029092,49183.74,56195.41,0
CASH_OUT,27156.29,C1979019505,47424,20267.71,C136378813,0,27156.29,0
TRANSFER,246730.93,C633341712,29605,0,C1593245859,0,246730.93,0
CASH_IN,183297.93,C374194771,263499,446796.93,C1453807957,1120050.33,936752.4,0
TRANSFER,655985.11,C53968824,21647,0,C1777524540,0,655985.11,0
PAYMENT,811.32,C1562113495,698,0,M2026275299,0,0,0
PAYMENT,541.36,C6392818,31030,30488.64,M940830457,0,0,0
PAYMENT,586.72,C975442273,20013,19426.28,M1990284895,0,0,0
CASH_OUT,115728.94,C2048093538,4089,0,C236787500,1112690.16,1228419.11,0
PAYMENT,4491.91,C1573921023,258863,254371.09,M1206226237,0,0,0
